# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.20800001 266956.20051074 11716.70819427
0.20900001 262131.01392512 9908.55279476
0.21000001 257365.01952526 10589.28422895
0.21100001 252660.95294988 8034.61868363
0.21200001 248018.21973547 9509.01899419
0.21300001 243436.43668352 8595.74098566
0.21400001 238916.63874300 9246.07435648
0.21500001 234457.94607993 9875.36915577
0.21600001 230058.31891388 9734.91822509
0.21700001 225719.38042972 7381.02408902
0.21800001 221440.65498874 11638.92137650
0.21900001 217220.30517905 8601.92449180
0.22000001 213059.12902707 8475.49255344
0.22100001 208959.37491804 9045.85176792
0.22200001 204916.91757456 7539.91833868
0.22300001 200932.97551430 9451.88761513
0.22400001 197005.45366039 7313.82781299
0.22500001 193138.90133396 8511.63178428
0.22600001 189327.62859457 7091.26666434
0.22700001 185574.54931890 9519.97483025
0.22800001 181877.50488555 8746.48962357
0.22900001 178236.37619411 6764.07079645
0.23000001 174651.55449748 8472.34730935
0.23100001 171123.65954484 7146.12436055
0.23200001 167649.22581273 7031.20886312
0.23300001 164230.69626906 7493.84702517
0.23400001 160866.58958342 7371.71181631
0.23500001 157555.23994065 6135.20133346
0.23600001 154298.59081902 7130.90971197
0.23700001 151094.83371129 5933.49440048
0.23800001 147943.85127775 5834.16605109
0.23900001 144845.38520119 5214.43411388
0.24000001 141798.58353879 6663.82474861
0.24100001 138804.57158497 6550.18804293
0.24200001 135860.99774090 5942.56032228
0.24300001 132968.03921824 5353.29351215
0.24400001 130124.82287363 4782.08746682
0.24500001 127331.96921247 5168.40487482
0.24600001 124588.43931957 5539.20227418
0.24700001 121894.42992432 6348.26221077
0.24800001 119247.81192703 4899.29658479
0.24900001 116649.17241123 4811.77858960
0.25000001 114098.58939282 4725.39330325
0.25100001 111594.45551597 5061.92474168
0.25200001 109138.12137327 4141.79190206
0.25300001 106727.87327213 4472.96538045
0.25400001 104362.56997514 5588.61588657
0.25500001 102042.51510607 4310.27604201
0.25600001 99767.74487309  5384.46544555
0.25700001 97536.96907919  4907.08514654
0.25800001 95349.90410361  4074.77834466
0.25900001 93206.60679397  4725.57518804
0.26000001 91106.58664358  4636.86994662
0.26100001 89046.93783361  5249.31723367
0.26200001 87031.56784224  4120.07461660
0.26300001 85056.29666595  3368.22950735
0.26400001 83121.87452612  3964.91360251
0.26500001 81228.73611189  3565.12939665
0.26600001 79374.83488700  5086.33966024
0.26700001 77561.52693609  3429.77088341
0.26800001 75787.04026269  3363.80794124
0.26900001 74050.56467309  5698.19122124
0.27000001 72352.86153137  3235.25835647
0.27100001 70692.68876634  4037.96657342
0.27200001 69069.97741404  4808.30670522
0.27300001 67483.37055996  3882.99332578
0.27400001 65932.14605361  2991.67126876
0.27500001 64418.88057487  2666.94178201
