# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.35900002 26313.28723502  1705.10109359
0.36000002 25869.48387830  1961.16566571
0.36100002 25435.01897712  1519.23375546
0.36200002 25011.44494972  1906.62253883
0.36300002 24596.64706212  1477.27469252
0.36400002 24191.51899898  1456.93430072
0.36500002 23795.87450203  2090.22971527
0.36600002 23409.84506832  1933.06804808
0.36700002 23032.53103472  1271.39577334
0.36800002 22665.81869678  1380.00843672
0.36900002 22307.06409574  2104.67159713
0.37000002 21956.82082392  1344.08685040
0.37100002 21615.28975593  1809.19983827
0.37200002 21283.16684924  1190.79324162
0.37300002 20959.11236630  1293.38688539
0.37400002 20643.34075575  1509.54436427
0.37500002 20336.36004245  1491.06198895
0.37600002 20037.59920516  1586.37680422
0.37700002 19746.19262214  1119.60917471
0.37800002 19462.61927188  1217.09495382
0.37900002 19187.57620225  1203.06108487
0.38000002 18920.07130491  1081.28212630
0.38100002 18659.19682776  1176.08923177
0.38200002 18406.63317714  1374.69946396
0.38300002 18160.70112845  1255.26772147
0.38400002 17922.80718210  1449.05902932
0.38500002 17690.80399136  1229.15711955
0.38600002 17466.77724246  1216.73576035
0.38700002 17249.05029119  1104.28425196
0.38800002 17038.11600856  994.17411620
0.38900002 16833.20302831  984.74242381
0.39000002 16635.93286862  1073.26725987
0.39100002 16443.96117650  1353.66694818
0.39200002 16258.73294536  1054.29758779
0.39300002 16079.41067423  950.29321587
0.39400002 15907.17060402  1507.99984471
0.39500002 15739.58945865  1308.90432139
0.39600002 15578.06924848  1205.97628801
0.39700002 15422.06306741  1012.76692962
0.39800002 15272.02389922  1371.04601051
0.39900002 15127.12521278  907.62755577
0.40000002 14987.35517550  1622.68102173
0.40100002 14853.24662425  1164.34605804
0.40200002 14724.35583322  890.08735229
0.40300002 14599.84553590  1238.65095395
0.40400002 14480.70943372  1055.64376773
0.40500002 14366.62685839  1049.91314056
0.40600002 14256.99275494  1131.50628361
0.40700002 14151.96340497  952.71022156
0.40800002 14051.57716789  948.27073011
0.40900002 13955.33932172  1029.90409074
0.41000002 13863.93772733  854.71180139
0.41100002 13776.40401989  936.51998965
0.41200002 13692.69332159  1017.91486976
0.41300002 13613.85241082  1014.50432972
0.41400002 13538.21212266  1264.13061685
0.41500002 13466.80095991  1176.45978760
0.41600002 13398.57940096  838.08118124
0.41700002 13334.38022176  1003.27881542
0.41800002 13274.70083994  1168.04098225
0.41900002 13216.50784759  915.90403724
0.42000002 13162.80001281  997.47703224
0.42100002 13113.01790180  996.06488702
0.42200002 13066.20384852  1077.76587552
0.42300002 13021.98067882  1242.29701563
0.42400002 12980.77848728  1489.54440200
0.42500002 12943.01383125  1157.88207221
0.42600002 12907.16148368  826.70373220
0.42700002 12875.60113386  1487.90453754
0.42800002 12845.61407569  991.93836593
0.42900002 12819.61166225  826.86499140
0.43000002 12795.40144003  1240.83411345
0.43100002 12772.91668737  993.22204868
0.43200002 12753.97421866  911.20773123
0.43300002 12737.24283806  995.03345766
0.43400002 12722.65790600  830.15346771
0.43500002 12710.28729039  997.50339382
0.43600002 12700.28845028  1165.50552631
0.43700002 12691.86463738  917.24110081
0.43800002 12685.50371771  918.87450534
0.43900002 12681.75587427  836.99592737
0.44000002 12679.39799464  1006.49066051
0.44100002 12679.18887776  1345.00841989
0.44200002 12680.53249648  926.88356676
0.44300002 12683.81812349  1098.16502517
0.44400002 12688.96175616  1101.08470857
0.44500002 12694.47583753  1188.96466329
0.44600002 12702.07266324  1277.51101865
0.44700002 12712.07350117  1452.22734560
0.44800002 12721.96584868  942.50688457
0.44900002 12734.98347680  1031.53371051
0.45000002 12748.45477996  1121.16290876
0.45100002 12762.95490328  1038.39406014
0.45200002 12778.98225108  868.33188511
0.45300002 12795.78457742  958.53226812
0.45400002 12814.20229938  1049.48321806
0.45500002 12833.56506486  965.59748124
0.45600002 12853.74777561  1233.57423249
0.45700002 12875.01035370  884.51325322
0.45800002 12896.83663130  1065.53669298
0.45900002 12919.63056248  1069.74546127
0.46000002 12943.97157019  984.58324415
0.46100002 12968.06929794  988.55596943
0.46200002 12993.63941752  1263.37162044
0.46300002 13020.04190403  1178.05344731
0.46400002 13046.21397957  1273.96285549
0.46500002 13073.69967348  1096.62198059
0.46600002 13101.38325573  917.75194056
0.46700002 13129.47195478  1013.85787240
0.46800002 13158.96973837  1758.89377344
0.46900002 13187.87677898  1115.69442838
0.47000002 13217.53097109  1213.96418958
0.47100002 13247.79644309  1031.73843589
0.47200002 13278.38264524  1130.52155200
0.47300002 13309.42760700  1230.19045202
0.47400002 13340.12371649  1045.53224584
0.47500002 13371.50331893  1050.19792045
0.47600002 13403.50029087  1054.92254039
0.47700002 13434.96210653  1059.61551157
0.47800002 13466.66519015  1257.85392171
0.47900002 13499.18871963  971.94163388
0.48000002 13531.27081248  1562.04997663
0.48100002 13564.46047052  1667.20791546
0.48200002 13595.67766603  1576.01102975
0.48300002 13627.69093715  1088.30744983
0.48400002 13659.94846177  1391.26581678
0.48500002 13692.53127586  1497.27836599
0.48600002 13724.95903111  1303.39079617
0.48700002 13757.37410315  1409.85576492
0.48800002 13788.72640534  1314.82406870
0.48900002 13820.90247303  1422.17093189
0.49000002 13852.32119583  1326.29055576
0.49100002 13884.62830899  1537.02842666
0.49200002 13915.83590327  1440.70655936
0.49300002 13946.90465873  1343.50538946
0.49400002 13978.02630478  1245.44220279
0.49500002 14008.44240909  1146.45098110
0.49600002 14039.48639324  1151.30813625
0.49700002 14069.36697507  2207.06170200
0.49800002 14099.35185339  1794.07211163
0.49900002 14128.77146115  2013.35002865
0.50000002 14158.12147499  1702.37260685
